job_id,design_index,family_index,constraint,k,t,n_low,n,nfa_states,unrolled_states,seed,dataset,structural_cell_index,replicate_index,base_instance_id,multi_token_keyword_count,compiled_constraint_sha256,job_sha256
010_coauthor_kth_last_k17_t1_rep1,160,10,kth_last,17,1,2,65,19,958,2026672059,coauthor,10,1,coauthor:creative:aa092c2e66ea48d89361cc668d7d4919,0,fded3d035cff6737380268fa735bfe3bc10af07fcd4185aa8c48e445f25140e8,8b9ac2bc5c324504be84dd7894efabe4e9612930c8eec5b1249fc565c7132adc
011_coauthor_kth_last_k19_t1_rep1,161,11,kth_last,19,1,2,65,21,1010,1648297798,coauthor,11,1,coauthor:creative:50e2383a31544349adae9a66d596cdf6,0,aa517b256bdce5ab8b948de9ba48f9b68f1db79fe155d4eca6b6b2885f1d081d,e77e522d8d9b4e6c5e1355069fb86c6b96f7313081e90943f3c84e0a590c9927
012_coauthor_kth_last_k20_t1_rep1,162,12,kth_last,20,1,2,65,22,1033,828242263,coauthor,12,1,coauthor:creative:b7687cecbf6c4c18a04b5b0b9b031cf4,0,bf3dbdb5585c9d10b585850e31fc001177b8a2119d2e61590c030351ba170fbc,7ca70173aec4515e3ad522f7888a35953158abeb7ba5021b06fcd5da62246de7
013_coauthor_kth_last_k22_t1_rep1,163,13,kth_last,22,1,2,65,24,1073,691822373,coauthor,13,1,coauthor:creative:138dd7338a0f480584ca1deddb32f6b7,0,21e42978b628e521ddc0f58f2ef9d3ea4cab5e02e53a05a2025b61c7da0b3cbf,afa0dd6e357b13d133fd6ad39b81506165e3a63becc9c7c83a85128f95ed694c
014_coauthor_kth_last_k24_t1_rep1,164,14,kth_last,24,1,2,65,26,1105,524432951,coauthor,14,1,coauthor:creative:e29599231e66474b8a524c23db775e47,0,df3ee49230d3ef46f232f6e42c1bdbbfbeabcbe62a130c838d6bd31f8ce97ed2,be8eea4a384a36cc1ea9f856a77b2eecabe776be3c504fdc981622264c13a1bc
015_coauthor_kth_last_k25_t1_rep1,165,15,kth_last,25,1,2,65,27,1118,436369910,coauthor,15,1,coauthor:creative:6a9dd4e609624942951409d15edb0ff3,0,7c5b7b233027b054948456a67f02db0fd00fdc7f2ac6f4d26d56fd43ebd2b520,4ba408e69f7e9f9dcacb07d93ce5a875a4f3e2ac5e8bbdafbd2d407ad6e0c74e
016_coauthor_kth_last_k27_t1_rep1,166,16,kth_last,27,1,2,65,29,1138,1646097257,coauthor,16,1,coauthor:creative:672cbc4dddf545218344122b24e3fd7a,0,f467b7ab84a7782d817ef74b4a7d8bba0a9fa99b3c8746e485a8c27e6323707b,c67efb8b243a5f9c4feefcf6dccda1aed13f943571fc267d0f288b277084a4eb
017_coauthor_kth_last_k29_t1_rep1,167,17,kth_last,29,1,2,65,31,1150,2130361448,coauthor,17,1,coauthor:creative:cecb749518a84dce992bdcb9c97ec242,0,8cd7f5d1c488179e2a4124586a8e6c502acf7323bd66dae526befd43da253620,cd8fd066b1094e226321e1cfe47bc4aaa7d5b3bbc73efc87f7a9c3c4a8cf04df
018_coauthor_kth_last_k30_t1_rep1,168,18,kth_last,30,1,2,65,32,1153,1876602882,coauthor,18,1,coauthor:creative:98de646c88b04772b24503cb24056236,0,366afc942d42ab7ea5decf5b7f3d89ea352157a79bd42d509b8615cb65efb9d1,5f4f044b70e78f0a4c723dc1ab7aa118440ce71a0ea715b1a914e2bda272ada2
019_coauthor_kth_last_k32_t1_rep1,169,19,kth_last,32,1,2,65,34,1153,1362364570,coauthor,19,1,coauthor:creative:f9a09da62e19479d8b2c31d3a494f11b,0,68debed709cfe066ed12270c21c15ec0886fba1d70a50d1257e1c1aa8a95cce5,0e8e8d7abe727a83ea93e9a5810a3062b6393433dc0f688610c786bf0299d122
020_coauthor_kth_last_k33_t1_rep1,170,20,kth_last,33,1,2,65,35,1150,914935066,coauthor,20,1,coauthor:creative:fd2ec09a682148418ea610817afcc79a,0,6b9de1efb67b29c290f9509cdbb57c07b9b2155e98dce5ff88ca08be751dbf9b,0dead8ce8044232eb1ce977f6d2fb4870969ba4ff140507c21cb748a3d7a378d
021_coauthor_kth_last_k35_t1_rep1,171,21,kth_last,35,1,2,65,37,1138,633951183,coauthor,21,1,coauthor:creative:7b0cd9f4cae6467ca5bcd8c5e0aed9e6,0,cde027dce126503b40d3fe2ac9d9bb3d9563816a77ce4a4ae9d1116b70a69ff1,448d2e159ab25461cce2b5483c69b0044e0874e8ac228351b5659252a6bc079f
022_coauthor_kth_last_k37_t1_rep1,172,22,kth_last,37,1,2,65,39,1118,39360620,coauthor,22,1,coauthor:creative:36bc101319da4b3590b96bce76f7c02c,0,62754e6673d980d8c8d005e3226846c1fc3fc29566901769596d5e0b952c2044,1014c090309de8458514fc9aae3bcb8e1afb5e9eba4398c0a1471a5a3a476e23
023_coauthor_kth_last_k38_t1_rep1,173,23,kth_last,38,1,2,65,40,1105,722542640,coauthor,23,1,coauthor:creative:11142ca391e749809df56da90091adb4,0,39330bdcdec597ced0bb5f63c04a6a5372b568ac04138fe9d4acfb1ce2c4eff2,c3372853f684a5eb8599ccb1ef60f934b6e26a46fae1183731c4a29a84afb5ec
024_coauthor_kth_last_k40_t1_rep1,174,24,kth_last,40,1,2,65,42,1073,459407726,coauthor,24,1,coauthor:creative:f1d6f13474954193babf52cc2eab9353,0,50db56ca4b0828d39672f063941ece045cfe66ed03a140903cf0578afafa6be1,6851fc0496f79329371ba5efd37add147a567a056e91109cb7b095fe9982d46a
025_coauthor_kth_last_k42_t1_rep1,175,25,kth_last,42,1,2,65,44,1033,1308630757,coauthor,25,1,coauthor:creative:2a078f5a483346d283b90b5df863f87d,0,84245e3a2e8fbc627e6bbc330f2055ba075516e9deb9e1dade26b83ce52218a5,23790e5a374f9c997fcbf337d78c76499a33ac25026f960274a77d931b528194
026_coauthor_kth_last_k43_t1_rep1,176,26,kth_last,43,1,2,65,45,1010,486991095,coauthor,26,1,coauthor:creative:bb4c49c8ca6d4b818262cf983e1e2a84,0,3160ed5bee2d4d4a29f661cb7102fbbb85e03cef3829ddc742387ebc6266d3a4,7af30013d8b71e48ec9e2fc585f5eb6899441d23bac9b891ef2f0e22476aa751
027_coauthor_kth_last_k45_t1_rep1,177,27,kth_last,45,1,2,65,47,958,1103925040,coauthor,27,1,coauthor:creative:6ccf934ffb284b76b9fa7e57ecabd06b,0,a386d6ecadb5f67f2238a5688099e1103b0dc32ce51aa5441e123984a818676f,1f36c765d5c816b9f5ea41a7f0a862b4055e1d8d69a284b594b72aa67c18d127
028_coauthor_kth_last_k46_t1_rep1,178,28,kth_last,46,1,2,65,48,929,554583460,coauthor,28,1,coauthor:creative:377cda39f77d4be6bc47879d076b79d0,0,72902319f0b8763c364a00098dd748e39cc177e50bedb4f3c26cd6e16e144c18,bfd77b09a9c46efcecac438c40963492193c965ceb469979158cfc44576ca971
029_coauthor_kth_last_k48_t1_rep1,179,29,kth_last,48,1,2,65,50,865,1175729428,coauthor,29,1,coauthor:creative:fe4fd11d3f6e4386bf7ec81819c5ff10,0,1a8a5dc4679adab3730c06b974432652ae28fcce01c13e24fa060b944845af78,292d30c5474d405fd052a7f910c8c870d47e267f8edcfeb2ea30b5429b8074f1
030_coauthor_repeat_after_k_k1_t3_rep1,180,0,repeat_after_k,1,3,2,65,6,439,1035163104,coauthor,30,1,coauthor:creative:5773114053f147a69bd6790843ea4fd8,0,62d377d0a1e5edff67abf4596d858259745ac2fbfddae47ac7c1994f3220fb0c,d21d547c1d9d587dd29fd9a47cb50f4103b033b6773b08f63de661173ee5d665
031_coauthor_repeat_after_k_k2_t3_rep1,181,1,repeat_after_k,2,3,2,65,9,618,1695917781,coauthor,31,1,coauthor:creative:b0a2fd2acd9f49ebabf15233e8711c0b,0,c2e10f6c2b9e130f7f7eb744704cfa9fff976a844aea94f24a274b39633739b2,e048f9197edb2bf1f2fe7049c3aa493336a653e8a9fa67190153fc07aed6d469
032_coauthor_repeat_after_k_k3_t3_rep1,182,2,repeat_after_k,3,3,2,65,12,791,100836408,coauthor,32,1,coauthor:creative:d9389125a7624e34a2fde4243f88bdd6,0,606fcf30833f5df41c8bbb8deb92ec70d03d9aaad68e7b660c6becf4caed3472,8182cd225daa3ec45bfb77735ded77f0325a340c9db7c865850b524e2a7d3cd7
033_coauthor_repeat_after_k_k4_t3_rep1,183,3,repeat_after_k,4,3,2,65,15,958,50416720,coauthor,33,1,coauthor:creative:e473b59b1628452f9d7ac68bea6d36ff,0,0e55e00d21f558f028bc4a9addec01d26c32b13e5bff537f47463d3551f9b857,7d9a4c609eef69cebd4d47ff494a2dabec6f881c59593b5b1422fb5709ba2b57
034_coauthor_repeat_after_k_k5_t3_rep1,184,4,repeat_after_k,5,3,2,65,18,1119,704020099,coauthor,34,1,coauthor:creative:961d4965c2c94d7b98223b2f3c9eb30a,0,d45312b717b9622531d9b625b5b90172c3b7eb37005230eb1e3b4c63f582c678,004a21eb82f05ccf05f709874fd1b60d32050abad831df50a052605ecf7b27fa
035_coauthor_repeat_after_k_k6_t3_rep1,185,5,repeat_after_k,6,3,2,65,21,1274,906234460,coauthor,35,1,coauthor:creative:94e6de534f4b4e2d965348fc3f4e317d,0,c774c54e76f729084785f84f1fc13c04a954f887eb4de1a678e669ef94711108,719f2fb8b8a9e9328d92b1baf6dc1ea4aaabf01b2cf9bd933a1f57fa7459247e
036_coauthor_repeat_after_k_k7_t3_rep1,186,6,repeat_after_k,7,3,2,65,24,1423,2047505644,coauthor,36,1,coauthor:creative:8485dc74018447939e7fd20e351b63c9,0,2200777967e0df4e28515b3bd8ba9b48486dae985f8d159a6c040eef75c633fc,b924106e2d006945a601d07c3d563c10174700c8d98215b8d473b2f394f240b0
037_coauthor_repeat_after_k_k8_t3_rep1,187,7,repeat_after_k,8,3,2,65,27,1566,1591393197,coauthor,37,1,coauthor:creative:050118bfac954920a524e7070132690b,0,57fdc358dbac92f303338eb57c3b69b75a25f36e3eaddd0d5a5a2cc3b9d013b1,f0439e159ac6c7e5cbdb422c7650890707d761639362ab32096e5f3b5f143c48
038_coauthor_repeat_after_k_k9_t3_rep1,188,8,repeat_after_k,9,3,2,65,30,1703,1354829003,coauthor,38,1,coauthor:creative:826e515ad8af4f68a59534c15844da37,0,601e330840eef6dbcc098964e67228dcd6383166f02afebea3c4392e4b6c1356,8fe24c174c49499e2cdb2f3d9e8836d55b35e911ca5287ddcfeb53a3cf760fc3
039_coauthor_repeat_after_k_k10_t3_rep1,189,9,repeat_after_k,10,3,2,65,33,1834,960241455,coauthor,39,1,coauthor:creative:f58ab329f0764998a66dc23a54e81abd,0,e57bbe3af9ecc87689de8ebcf02d31b30b2402165fdec24a88e268e940420267,5fcd9f470ea62a32afb76b578f60fc8b5e0f94b8fbfb649ead50567f0d733dea
040_coauthor_repeat_after_k_k11_t3_rep1,190,10,repeat_after_k,11,3,2,65,36,1959,1428620970,coauthor,40,1,coauthor:creative:b30d52ea5e7346b19568167cfd2e47c0,0,a9eff65c071f500919c7031adb99295f7e7f4717eb85a82c4d9606d0e032f814,a5017387851fc34a92a72aaac1256a0663d86a3ff747f99b2b4117ac3e837463
041_coauthor_repeat_after_k_k12_t3_rep1,191,11,repeat_after_k,12,3,2,65,39,2078,1757542323,coauthor,41,1,coauthor:creative:c3c445a6c1d34b329ec1ef4acfddd30d,0,6092524c30105f55f76d377c9bff21caf63e69f1af8641c3069984304ba42295,d7058b0144f98d7b57797e646284d3f1b6b5cced11f096d5f34f94f6d958a501
042_coauthor_repeat_after_k_k13_t3_rep1,192,12,repeat_after_k,13,3,2,65,42,2191,138572706,coauthor,42,1,coauthor:creative:f878effe792c4076a90bf4b69daf33e7,0,e53a7632362602079c9e8747ef2d98de853e8b06d2ea603dc9077192ab38e89a,bc1a145c60efc8d40f3ca9d14e621efba417e28b31235aaa0d99ea3a42d9c62e
043_coauthor_repeat_after_k_k14_t3_rep1,193,13,repeat_after_k,14,3,2,65,45,2298,1470878335,coauthor,43,1,coauthor:creative:c9c5b78df4384aac9a2e8ebd121cca65,0,9edc6721d567e4f9378d2de18cf175d73a539065615ce580a4ddfa156d1db2bb,8db71b0e062cd139a5625922dc55008f00647ee3899294ecc73196a3139d4cc6
044_coauthor_repeat_after_k_k15_t3_rep1,194,14,repeat_after_k,15,3,2,65,48,2399,827887583,coauthor,44,1,coauthor:creative:b65e8358d12a498fa442f3d1072c4bb2,0,776f166ea628759d22f8f98185b0be7f6531d8fd46e8e532f8d0826c9a963d2e,bcbd817fbe27c4f89ced442a829f6375268a7f959d26da0d62ba8c81683ff9c9
045_coauthor_any_token_at_least_k_k3_t1_rep1,195,0,any_token_at_least_k,3,1,2,65,5,370,1259986716,coauthor,45,1,coauthor:creative:1bf54732c8a34ff6bc71dcfe7357629a,0,901de4c4d09b8f32811714f92c0d960840c69abfce9e4cec0ac71b6986549f5b,248e2975cae7b708832125fe1c7272e1a5f157982bc911448529f23862920281
046_coauthor_any_token_at_least_k_k3_t2_rep1,196,1,any_token_at_least_k,3,2,2,65,9,555,971248878,coauthor,46,1,coauthor:creative:b48593a56908434488ca3c140744c642,0,3e2415ba4da644e32cf1767da1aa45d28aac182cfbe43623fd631fdaee8f9a08,a0c9f3031ff662efdbc783ae72b8e427ffa2d6090a25057967b44533c6131d83
047_coauthor_any_token_at_least_k_k3_t3_rep1,197,2,any_token_at_least_k,3,3,2,65,12,740,743599744,coauthor,47,1,coauthor:creative:ac6634d8cd064dcb84b08c0eed768c3c,0,c1ea8c6a691a6725d24a45888c9740305e2c9ce1131935542dd8822320ee3ba0,4941e326974a63cd0dfdb27eb0de3bcaeb06c18682adf78ce2d2b643fa239d4d
048_coauthor_any_token_at_least_k_k3_t4_rep1,198,3,any_token_at_least_k,3,4,2,65,15,925,1794507973,coauthor,48,1,coauthor:creative:4aadf906bfc84b4f980b65c44fe483e8,0,68266045394a772311468ff291b35165813eca8670139d11e11b082800141777,f23eff35bef91ed85e903a940a33fcea536cda184e0c5f123dc3b60c25d95ea5
049_coauthor_any_token_at_least_k_k3_t5_rep1,199,4,any_token_at_least_k,3,5,2,65,18,1110,484008016,coauthor,49,1,coauthor:creative:8c04c390a801420a9772009868a6c4f0,0,ec11ec8bb0a43544f98a1e0427913ad3f9f7d3cde5e0ad2c23892317c3727bfa,28b08231654a5e215cc653063d0805650675a1008b815ad8f24665acae3b57c0
050_coauthor_any_token_at_least_k_k3_t6_rep1,200,5,any_token_at_least_k,3,6,2,65,21,1295,1797147196,coauthor,50,1,coauthor:creative:cca8806768104c18b972db618f17a37f,0,a086680a250e3594cfc7c6d825a0d381049b83ab5963637551d0b5088de313f9,2554d91be0fd57b28079fc23bd22ea9fdc7da26a1e4af84e23d07990120c51f5
051_coauthor_any_token_at_least_k_k3_t7_rep1,201,6,any_token_at_least_k,3,7,2,65,24,1480,1772759359,coauthor,51,1,coauthor:creative:0c7bfadbd8db49b4b793e2a46e581759,0,8281c8a7225bece4ce631d9ceb187f73c906002d5538ddb1a780bc3580b6df78,e516adea5fa47961d8522218f03a631a2f17541b0cababf4b207053615d5df91
052_coauthor_any_token_at_least_k_k3_t8_rep1,202,7,any_token_at_least_k,3,8,2,65,27,1665,1168209622,coauthor,52,1,coauthor:creative:5db9af9d7eb8449482b05842af955c63,0,3ee6ad75a1b454fe19eef49837c72c1e2f7edfe534f61cf07a0a6bbaa04a09ad,268d2df46c9accbe67ba99a5db82a939c37c86d38236dc5c77fd3912921b2e24
053_coauthor_any_token_at_least_k_k3_t9_rep1,203,8,any_token_at_least_k,3,9,2,65,30,1850,1625975890,coauthor,53,1,coauthor:creative:931c030acd5e41b1bfac856da1aeb8e3,0,3a1b4f8fd400bfd6d88d94da693db244199f9ebc794ba3a75e3d6ae469385eff,73f3b20d8716920af0dfaedf8b6ecf180d474e0c112183ac811ccc6dc8243344
054_coauthor_any_token_at_least_k_k3_t10_rep1,204,9,any_token_at_least_k,3,10,2,65,33,2035,1445338103,coauthor,54,1,coauthor:creative:605b87492b46451d8a0ece93161368fc,0,df39c4a31bebc9625a4b2b9b64bbb3af734ea951bb532084ff69b2a3883eff90,6520b2a53a09ad59fd2c9db6edd09f4d9c3956c22ceec5278ab22b9059816583
055_coauthor_any_token_at_least_k_k3_t11_rep1,205,10,any_token_at_least_k,3,11,2,65,36,2220,503443445,coauthor,55,1,coauthor:creative:dc47866606824cc9bc59e54890c2ab22,0,5ea2da95f8ce76e2fbac196c985567b2348b1849c9760f367d34225802f4a385,c9ca6749e30b723f8be4c43dd6c7dcdbb4fa80240d07bf0d4eb65f1a4713e0c6
056_coauthor_any_token_at_least_k_k3_t12_rep1,206,11,any_token_at_least_k,3,12,2,65,39,2405,2051952043,coauthor,56,1,coauthor:creative:af58ab552c724ef2bff4dd8108581e1c,0,737813124ad557163cd1339abd8645440b2b7ba5b09e88e1cfeebcf32e59a92c,af3ab397d9d39901d90bfc30bd240b983bd5f26f54e1c0c15c91bab3e87ea823
057_coauthor_any_token_at_least_k_k3_t13_rep1,207,12,any_token_at_least_k,3,13,2,65,42,2590,408830517,coauthor,57,1,coauthor:creative:bbad29dc74f346269cc42a7563e4c865,0,0e8fb3392898112a7a03c3d2e562759c75bfc5e6c76b8a3076ca5ef43cc08bbd,7aee1e4df1cf61158b0b9f1730c57746042dabacac4100ac5482191ac35ef4e6
058_coauthor_any_token_at_least_k_k3_t14_rep1,208,13,any_token_at_least_k,3,14,2,65,45,2775,936863803,coauthor,58,1,coauthor:creative:6eddf840a84f4e48936eb1928eda184a,0,e1da64fdb822b477a2d842ed349ed28a0e8becb6ec42339bc7e7bc162a09d700,8fa6ff75428c4c2e62644a79fe18842d71f1cce896b9eb213c0a1817fb11287a
059_coauthor_any_token_at_least_k_k3_t15_rep1,209,14,any_token_at_least_k,3,15,2,65,48,2960,2134436321,coauthor,59,1,coauthor:creative:65db59a7705345ec88f5aafc812951ef,0,b96f01e1059a1653c633ca906cab64374bb4eb034ada9b9c6b2510f749e19f89,57551a5e58ba0d7f6b741ff8c91b16775e161d75871593698141c94136128a5c
060_coauthor_exactly_once_kna_t1_rep1,210,0,exactly_once,,1,2,65,3,254,1768087691,coauthor,60,1,coauthor:creative:c0bda7b135404137b66b5ade3bf1c8bc,0,5230c50c1707b5f2c2fc710894785ad64c3a2fecedab53afc757508d0a6fd169,515e2f1eea48eff155db943782acde2cf75b781ed0a6b16c0b7b68d755aae24e
061_coauthor_exactly_once_kna_t2_rep1,211,1,exactly_once,,2,2,65,6,381,1597078504,coauthor,61,1,coauthor:creative:13ff0c5ffe4341a8bcec84ef343a9359,0,1015e874acd0d58e8f2711af7254e0b26d0a220584a9308d3e22a46dd040152c,36703bbd4f0177f561b344ba38cb62e785fc86faa28daef184c50827d5d6e2c9
062_coauthor_exactly_once_kna_t3_rep1,212,2,exactly_once,,3,2,65,8,508,563388754,coauthor,62,1,coauthor:creative:8619af4decba4fd0b44bd0194df73038,0,277a4748d703c20bb008e437969c5d92d0746730206e13e0b649934c9a11492a,25282d96b5883c873a99503b74e5e57594f922dc9d08432ade6292efad8dc55c
063_coauthor_exactly_once_kna_t4_rep1,213,3,exactly_once,,4,2,65,10,635,1744034106,coauthor,63,1,coauthor:creative:272a45b11c944afcbf51b390caa3a6b0,0,bd1465435fa1b6d9b3657334ac17a285627212eec235a054144a7bcdbf494469,8a1c2820a06f7485411dff9141a05863dfabc3527815576033a7b8cd31b943de
064_coauthor_exactly_once_kna_t5_rep1,214,4,exactly_once,,5,2,65,12,762,2004608851,coauthor,64,1,coauthor:creative:9dc52675bffe43dd8a9359dab52e711b,0,5430c3f6345b04f51036d9c2d2a102b89752193b08ea8fe6e1a2aa1dcb7c4383,65fe0c92f16629a5c7cd1274183ed43152f413f487e2af8b885bea679ffe0c89
065_coauthor_exactly_once_kna_t6_rep1,215,5,exactly_once,,6,2,65,14,889,452716857,coauthor,65,1,coauthor:creative:ecdf98683b6641e3b99127df3ee66854,0,77f98db5eda20cab7d0f1e5cb5ec00052f1d361759a7f42fec06d19585f190e5,2ac699d46f1a29985f1fa44b97b6b95d4b98a45f38fb4c6e4e8e284452a1ebc7
066_coauthor_exactly_once_kna_t7_rep1,216,6,exactly_once,,7,2,65,16,1016,93540328,coauthor,66,1,coauthor:creative:cf3c59ec3ff64c539da0ee9633dc44cf,0,797ee7aee7d55b837f5646c24e0361b09931b2c2381fe0555800ab17c9e60738,2710e65a04487a2be68c12090fe867f4652303571eb31bf1e53a80614c4e6567
067_coauthor_exactly_once_kna_t8_rep1,217,7,exactly_once,,8,2,65,18,1143,1091413720,coauthor,67,1,coauthor:creative:8499365ffee244d39a7d7faf479fea13,0,6bb9acea48e5f941eef10239270fa8dbd8816c86c8ceb2803b45801add4da96b,0d86eaa6a9a98b625adcee1bc9add28baf45f5ad39a7dbc9da818e71a136f4c0
068_coauthor_exactly_once_kna_t9_rep1,218,8,exactly_once,,9,2,65,20,1270,1703782505,coauthor,68,1,coauthor:creative:8f7e2949da2c45e597b39ee6e3f85d84,0,99d3054fd0df29e424dd3850f9c4943be4d2ade845368c58f3bbe9e502ad50cb,54290d423964e2ffdda30f35af7b1e657cfccc8e87813411eb280f784afda517
069_coauthor_exactly_once_kna_t10_rep1,219,9,exactly_once,,10,2,65,22,1397,335723317,coauthor,69,1,coauthor:creative:5d3c9dbeb3e04c82ac88501a6668d530,0,926cdd815ced77504eef34821fe5325e07e05db91ff6d6b61264400607438a15,4bfdc5d5af7fa535b3866fe50b8421cc2de6128514ae98bc9e4e1e8decf3cb56
070_coauthor_exactly_once_kna_t11_rep1,220,10,exactly_once,,11,2,65,24,1524,1763787249,coauthor,70,1,coauthor:creative:2a907d5c4723445c9c9653cb1ba65876,0,62b3d184988b570cb7dc525b876784612a05a944eb13b0e3864e9d23ad5f5e5d,4979aa62384924b87fd77e50f0bc15955a580a42effb55c353bd09e23b7bddd4
071_coauthor_exactly_once_kna_t12_rep1,221,11,exactly_once,,12,2,65,26,1651,1910717667,coauthor,71,1,coauthor:creative:56af97b16b6d444c8f8d55c740550837,0,6cc043d5322293391e60cddef90779a9f400ec3bc3979445fe3bc6c575482248,d507b3761662a4a88896d312321dcd34f2a4413a6eac7929af6667e9e1850de9
072_coauthor_exactly_once_kna_t13_rep1,222,12,exactly_once,,13,2,65,28,1778,89215009,coauthor,72,1,coauthor:creative:e4bf8d4c04c743b39fb94f724339f642,0,66bb7d6d7e4508a20ac70f8c412899566e11b817e5b9583add12bc39ffca0cd0,68f8a3ad3eb56d3c90d225f71023127f342f4ed61049442072d0f837a3fc22bd
073_coauthor_exactly_once_kna_t14_rep1,223,13,exactly_once,,14,2,65,30,1905,1100254534,coauthor,73,1,coauthor:creative:d55f92da75db4afbbf0cb0bff4cae8c0,0,d5432c7b62bbc9098042b81935a36a7a0690a4a9c8e5471bf70f8b23b055bda2,6c368c508935d68d34bc32044c2dc3f48eb8f1af0162be6f386fb82939c78185
074_coauthor_exactly_once_kna_t15_rep1,224,14,exactly_once,,15,2,65,32,2032,1083809106,coauthor,74,1,coauthor:creative:7481e5512d9f40959eebccd763d6ff87,0,bf597dc803b9bbf8d37f704484a8cc4146d771946fa1eda7c574fbd9ddc4963c,086ca525de8585bac8341f0340b942abe92127141c4d380a10e030068aed1396
075_coauthor_exactly_once_kna_t16_rep1,225,15,exactly_once,,16,2,65,34,2159,1064513949,coauthor,75,1,coauthor:creative:e3d026e8ecb1421ca9ef198526fd4633,0,f1d655122c12c4e3120beb73a0a7a5e052b9a328e11bbdd99e8fb3c036d74e32,6b1f3f1a6f3adbebc68c4923f8ad47c1cd84bed5931da9a0695df8f0444466cd
076_coauthor_exactly_once_kna_t17_rep1,226,16,exactly_once,,17,2,65,36,2286,1374481535,coauthor,76,1,coauthor:creative:e139a4f9ea0c4ea3b7b3481eea070f29,0,4f0b7f58d106deeb302269561b72ded25a2000c9eb57083f20fe46c228d24049,7f20f0caaf7bb01131c606393c7f6b8aaa7daf6390bea08f28516f29eba6cbda
077_coauthor_exactly_once_kna_t18_rep1,227,17,exactly_once,,18,2,65,38,2413,643259441,coauthor,77,1,coauthor:creative:eb15a76230f74cf781b0ace876dec6de,0,3f8f3e3768371b772f6e7c1c681ea257d76977467e671e9653a2bb488dd88ed2,67a94764260f893a976038615e37c4eececa3e9403e10681481fad220397a6e4
078_coauthor_exactly_once_kna_t19_rep1,228,18,exactly_once,,19,2,65,40,2540,560568609,coauthor,78,1,coauthor:creative:82eec1c4618e494c88253f4e5167fc26,0,0de7681bef729186ff313b8920b0ea508325372c2d98f7662fa4fa8f6d3a15ff,0625bc4a16c5eef020b97e44731a2f0c150f76c6822beb1bf62745b22a95ae3f
079_coauthor_odd_count_kna_t14_rep1,229,13,odd_count,,14,2,65,30,1905,579724040,coauthor,79,1,coauthor:creative:23553b4984aa4e4a91326ebd9393f01c,0,3982030c04b8977c8b5d0aa965f1b68cc5da59788711c682ff1b187af591d761,609e26703b2adc7c265e8e814b9652d69ee0b5139ad62b9cf48e127a2bfc6ccc
080_coauthor_left_not_right_kna_t1_rep1,230,0,left_not_right,,1,2,65,5,313,1278300963,coauthor,80,1,coauthor:creative:85bb144c94404f85ad2931edf1bcb8ae,0,f2d0552dff583e9266297859228884993970ae9df955bb1593cb4bb7b9ea2331,b5cdc212686974342a25a05af47ed0788c640a10ba720254ef9e42de7d2bcb3c
081_coauthor_left_not_right_kna_t2_rep1,231,1,left_not_right,,2,2,65,9,501,1545974725,coauthor,81,1,coauthor:creative:f64a674b006c4fa6adaf1bba48049f6c,0,03099a0af499febb86a41e18fde6e239b228cf5403aac34329897083d1c9d309,6a618f13b8b172659b7f0fef10dfad6cd9ca67fb8e4ca3f9e2751775654ab50a
082_coauthor_left_not_right_kna_t3_rep1,232,2,left_not_right,,3,2,65,12,689,813384807,coauthor,82,1,coauthor:creative:6938b4a468aa482ba459d2fbe140cb30,0,10e9c8363639c67ec90343acf5148ce017086aec8b59748821d11fb8cebc78dc,97113d67764743ae4e072c62c8969dd2048b6f450179e0d0a755b6fd9ab55466
083_coauthor_left_not_right_kna_t4_rep1,233,3,left_not_right,,4,2,65,15,877,714953310,coauthor,83,1,coauthor:creative:543ec3b66b0c47269e9737a650da21b5,0,525f5edbc3dbb5ff7ff1d5d00127d817caf7b754406b5b31ba966c9bf58c1e7a,2d8d65d0fc059181b7617e9c1ff3ec8d7bf5047967fc64630710f6786763638b
084_coauthor_left_not_right_kna_t5_rep1,234,4,left_not_right,,5,2,65,18,1065,590089531,coauthor,84,1,coauthor:creative:0886ac6a67c34849a08ccb15134f3407,0,d568e9e4c7a89e6e05de2c7f469612680a18ff25e223f6821f1a26de2e9d3b12,aa361a4cb585c543520e344067aa2f855be7dd5a43bbfe40a2626029d08dfef8
085_coauthor_left_not_right_kna_t6_rep1,235,5,left_not_right,,6,2,65,21,1253,1810415085,coauthor,85,1,coauthor:creative:1e71cd3d266046fdaeeef386a80a0781,0,34f97a980867aeafe8863ffd62026ac014c27337bcc34ed2805b5a40ca1f0028,062487ec34c5827c7e82273e663af2187a23b559bf9c9e9a2413816affbba8c2
086_coauthor_left_not_right_kna_t7_rep1,236,6,left_not_right,,7,2,65,24,1441,2038199862,coauthor,86,1,coauthor:creative:01650a401e614c38a04a904165a5784f,0,ad408cc43818454bbabfe8b0def65798f61a7996b5ae1796b1ddf7581ff3aff0,ab97bfc7267ec09c1e3354c5e4137d60d204ce78154ae0c6221375cda9f314bb
087_coauthor_left_not_right_kna_t8_rep1,237,7,left_not_right,,8,2,65,27,1629,400805508,coauthor,87,1,coauthor:creative:a373cb5e0c8f46e5bcbdcbd8ddac8227,0,bde1c26a76af726e991f3e6b4c3b0993c956fb393ebbde99cb08afc096b22917,616cea8d10b1b1ef0ae0fdfc4215007090f28d4966c6cf53706ff652168c80ec
